controller,unsafe_time,control_energy,position_error,motor_heat,max_abs_position,productivity,seed
PID,0.5486111111111112,0.9081801434455972,1.3975926359302422,6.049753812812925,3.7866990198202735,0.1648407315959424,1887
GSCX,0.0,0.3651182764122259,0.2533596848374398,2.442098120099732,0.8960400535675683,0.4157558104451977,1887
PID,0.0063888888888888,0.5278171706579814,0.3255156070364904,3.551394967361195,1.2888185097246156,0.333375533878816,1888
GSCX,0.0,0.3562834483769544,0.2496675250192301,2.392526166973711,1.0960829072566205,0.4159948459791956,1888
PID,0.5272222222222223,0.9047560614088768,1.425422260859747,6.030243549976175,4.672228093915975,0.161980580603148,1889
GSCX,0.005,0.3765907750186117,0.2671726175418336,2.5603460675132386,1.2619265470447971,0.3974708078207362,1889
PID,0.2211111111111111,0.8124008357132584,0.809366294846523,5.341263680448764,3.0546316522586774,0.2121794168857261,1890
GSCX,0.1619444444444444,0.7089841528553352,0.7039283392915826,4.625564671063501,2.332468276468401,0.2407229981697765,1890
PID,0.2497222222222222,0.8492074716452369,0.8623609848125556,5.593686112264237,2.0849026495542105,0.208836231645422,1891
GSCX,0.2430555555555555,0.8113261170914431,0.8534888861553633,5.34922905607934,2.1606885483966645,0.2137435897721767,1891
PID,0.2302777777777777,0.8207546702391207,0.8423302199397386,5.409367108467389,2.9562686169423653,0.2094586787407455,1892
GSCX,0.0191666666666666,0.4262347978732651,0.3228763156686154,2.8877058705693406,1.5624779063152792,0.3617512219274371,1892
PID,0.5913888888888889,0.9189203057443112,1.5030534686779973,6.068717021736861,3.872747821838964,0.1600757468637984,1893
GSCX,0.0069444444444444,0.380821307046188,0.2786349980563075,2.545281719264429,1.3005756477435937,0.3949867944342161,1893
PID,0.3644444444444444,0.860518121232761,1.0237738097423448,5.664411040438173,2.846143303824241,0.1922370876798142,1894
GSCX,0.0,0.4207189424223561,0.2987237294527262,2.852802945370224,1.1003250088944516,0.3775808132215196,1894
PID,0.2666666666666666,0.8361049027061574,0.8659679436268365,5.498089407595861,2.3834810067790277,0.2080807049620483,1895
GSCX,0.0,0.3440196885877578,0.2411631660120479,2.310501882921942,0.8891901275023019,0.4281799222349373,1895
PID,0.2147222222222222,0.8236914991706142,0.8329907563173709,5.427760125966581,2.881703038699846,0.2106507710353742,1896
GSCX,0.0,0.4188089747174349,0.2915592758853881,2.8081244356257478,1.16217686122584,0.3800137083078818,1896
PID,0.2344444444444444,0.8173422838968173,0.8385394296971554,5.406166855519639,3.172861430801245,0.2084400018097675,1897
GSCX,0.0233333333333333,0.4352590514466867,0.332225214875617,2.940119035047972,1.680394220154679,0.3551973131395921,1897
