mode,survived,peak,minT,maxD,unsafe,energy,yield,ype,RECOVERY_frac
pid,False,1.3790732732491913,0.0,1.0,75.66800000000505,636.613029476125,7.533283347669935,0.01181482027407662,
gscx,True,0.6675064721502458,0.8181403102872552,1.059674960313467,0.0,38.68800424364322,88.63137531642721,2.2332031304049056,0.0
pid,False,1.070303790021725,0.0,1.0,69.04400000002049,635.3641700868329,6.311366309224963,0.00991785302488631,
gscx,True,0.4774919532553044,0.9605867226052964,1.0205877022853487,0.0,20.641831998051185,90.49919072208664,4.181678830620068,0.0
pid,False,1.5143172571974852,0.0,1.0,76.31400000000355,634.1179935172554,8.623820865050261,0.01357829718741225,
gscx,False,0.8194616038154565,0.7857978541134355,1.0780410275320613,0.3120000000000002,42.02705747102068,80.72226494551182,1.8760814633879945,0.0
pid,False,1.2611990213547726,0.0,1.0,66.91800000002544,625.325460513137,11.833995905635183,0.018894323561331524,
gscx,True,0.5827567849465881,0.8937814256904756,1.0369130714446333,0.0,27.264880041262888,89.37544313125402,3.1620669537878103,0.0
pid,False,1.1923403606772536,0.0,1.0,81.71199999999097,630.8579691824672,5.3215450737982435,0.008422058964744171,
gscx,True,0.5754066255898785,0.9368801231105981,1.021086766138167,0.0,23.26700651472374,94.3504100793062,3.888011898874306,0.0
pid,False,1.2313409308976646,0.0,1.0,75.75200000000486,619.1321544525975,8.942989894816739,0.014421103357736524,
gscx,True,0.5729163348500134,0.9832561353968696,1.0210011001238002,0.0,22.070430011406554,98.60826472204981,4.274227427633365,0.0
pid,False,1.1828532969689811,0.0,1.0,76.90200000000218,621.6278832319987,8.479046706491848,0.013618160918971329,
gscx,True,0.48875609025903066,0.9782074013994573,1.0139432272382116,0.0,17.662177083112983,96.56943553397682,5.174607180282331,0.0
pid,False,1.262656624206056,0.0,1.0,75.03200000000653,653.7326128999636,7.2173872710957445,0.01102341189196037,
gscx,True,0.5742975938122419,0.8485779885580419,1.052672486975527,0.0,35.12315363118027,80.29057329256429,2.2226900262456657,0.0
pid,False,1.312616058584482,0.0,1.0,67.99000000002295,634.715153704608,11.48316843722831,0.018063386361502544,
gscx,True,0.5950908842285385,0.7130251683197265,1.0861261175298011,0.0,35.07720174977741,76.2674615207615,2.1140071242147283,0.0
pid,False,1.217485994851748,0.0,1.0,76.3780000000034,645.8518415658715,6.743432965536769,0.010425003891482402,
gscx,True,0.5275718401417536,0.7997718894925232,1.0605032990566148,0.0,29.877360593540736,80.88031492891602,2.619405071359482,0.0
pid,False,1.400653042543673,0.0,1.0,82.95399999998807,612.1333472826575,5.471021206184701,0.0089230527591293,
gscx,True,0.648065449190855,0.742962047975897,1.0758209624467143,0.0,33.551068676764714,85.43085313817356,2.4725965479506296,0.0
pid,False,1.4225804397758324,0.0,1.0,76.82400000000236,629.2686324320518,7.671586769009427,0.01217193173553102,
