H0,A,a_t,n,k,Omega_nu,BH_fraction,early_residual,vacuum_decay,present_age_Gyr,time_to_a10_Gyr,time_to_a1000_Gyr,time_to_a1e6_Gyr,q_future,fate
64.0,0.3,0.7,12,1.0,0.0,0.0,0.0,1e-05,14.49253884060635,55.792970290607485,140.79686732105134,268.01835478241827,-1.077639661071607,runaway
64.0,0.3,0.7,12,1.0,0.0,0.0,0.02,0.0,12.41165992039299,53.67510498788704,138.67962334278369,266.2052222545748,-0.9999999999999997,stable_acceleration
64.0,0.3,0.7,12,1.0,0.0,0.0,0.02,1e-05,12.411631950424015,53.67479162880807,138.67868812135282,265.9001755827198,-1.077639661071607,runaway
64.0,0.3,0.7,12,1.0,0.0,0.0,0.05,0.0,11.189416603732022,52.39797339160811,137.4024909396381,264.9280898514291,-0.9999999999999997,stable_acceleration
64.0,0.3,0.7,12,1.0,0.0,0.0,0.05,1e-05,11.189392218111882,52.39766455742342,137.40156024311852,264.6230477044854,-1.077639661071607,runaway
64.0,0.3,0.7,12,1.0,0.0,0.002,0.0,0.0,14.491758247493182,55.792306319942476,140.7968250488008,268.322423960592,-0.9999999999999997,stable_acceleration
64.0,0.3,0.7,12,1.0,0.0,0.002,0.0,1e-05,14.49172666122704,55.79198870227267,140.7958855687704,268.0173730301373,-1.077639661071607,runaway
64.0,0.3,0.7,12,1.0,0.0,0.002,0.02,0.0,12.411152295090787,53.67442977805452,138.67894796900137,266.20454688079246,-0.9999999999999997,stable_acceleration
64.0,0.3,0.7,12,1.0,0.0,0.002,0.02,1e-05,12.411124328283787,53.674116425192516,138.6780127537906,265.89950021515756,-1.077639661071607,runaway
64.0,0.3,0.7,12,1.0,0.0,0.002,0.05,0.0,11.189037721742496,52.39742956639808,137.40194695047848,264.9275458622694,-0.9999999999999997,stable_acceleration
64.0,0.3,0.7,12,1.0,0.0,0.002,0.05,1e-05,11.189013338570136,52.3971207376439,137.40101625939278,264.6225037207596,-1.077639661071607,runaway
64.0,0.3,0.7,12,1.0,0.0,0.01,0.0,0.0,14.488511015328923,55.788381505737355,140.7928995787962,268.3184984905874,-0.9999999999999997,stable_acceleration
64.0,0.3,0.7,12,1.0,0.0,0.01,0.0,1e-05,14.488479445286629,55.78806391671227,140.79196012742503,268.01344758879196,-1.077639661071607,runaway
64.0,0.3,0.7,12,1.0,0.0,0.01,0.02,0.0,12.409122455214373,53.67172966455611,138.67624719970394,266.201846111495,-0.9999999999999997,stable_acceleration
64.0,0.3,0.7,12,1.0,0.0,0.01,0.02,1e-05,12.40909450104893,53.67141633655354,138.675312009367,265.8967994707339,-1.077639661071607,runaway
64.0,0.3,0.7,12,1.0,0.0,0.01,0.05,0.0,11.18752260040272,52.39525473426189,137.39977146254333,264.9253703743343,-0.9999999999999997,stable_acceleration
64.0,0.3,0.7,12,1.0,0.0,0.01,0.05,1e-05,11.187498227017302,52.394945927223034,137.39884079318793,264.62032825455475,-1.077639661071607,runaway
64.0,0.3,0.7,12,1.0,0.01,0.0,0.0,0.0,14.016905391210337,55.5821118459531,141.2140376934995,269.68092275006967,-1.0000000000000016,runaway
64.0,0.3,0.7,12,1.0,0.01,0.0,0.0,1e-05,14.016874717942375,55.581789492662814,141.21307960641832,269.3694885258468,-1.0786406851968133,runaway
64.0,0.3,0.7,12,1.0,0.01,0.0,0.02,0.0,12.238260977181564,53.76586110937329,139.39778640701377,267.8646714635838,-1.0000000000000016,runaway
64.0,0.3,0.7,12,1.0,0.01,0.0,0.02,1e-05,12.23823362238022,53.76554273027022,139.3968322941314,267.5532412135598,-1.0786406851968133,runaway
64.0,0.3,0.7,12,1.0,0.01,0.0,0.05,0.0,11.078579975306354,52.550800496400306,138.1827249691814,266.6496100257514,-1.0000000000000016,runaway
64.0,0.3,0.7,12,1.0,0.01,0.0,0.05,1e-05,11.078556014136948,52.55048646657301,138.18177520559365,266.33818412502205,-1.0786406851968133,runaway
64.0,0.3,0.7,12,1.0,0.01,0.002,0.0,0.0,14.016185510944716,55.58122051105621,141.21314619099704,269.6800312475672,-1.0000000000000016,runaway
64.0,0.3,0.7,12,1.0,0.01,0.002,0.0,1e-05,14.016154841483358,55.58089816474468,141.21218811089807,269.36859703032655,-1.0786406851968133,runaway
64.0,0.3,0.7,12,1.0,0.01,0.002,0.02,0.0,12.237775834705399,53.76520636039914,139.39713149043357,267.86401654700364,-1.0000000000000016,runaway
64.0,0.3,0.7,12,1.0,0.01,0.002,0.02,1e-05,12.237748482930249,53.76488798744257,139.39617738370166,267.55258630313,-1.0786406851968133,runaway
64.0,0.3,0.7,12,1.0,0.01,0.002,0.05,0.0,11.078212625280873,52.55026621099954,138.1821905161745,266.6490755727445,-1.0000000000000016,runaway
64.0,0.3,0.7,12,1.0,0.01,0.002,0.05,1e-05,11.078188666480209,52.5499521865879,138.18124075800597,266.3376496774344,-1.0786406851968133,runaway
64.0,0.3,0.7,12,1.0,0.01,0.01,0.0,0.0,14.01330718350881,55.57765643222984,141.20958144174648,269.67646649831664,-1.0000000000000016,runaway
64.0,0.3,0.7,12,1.0,0.01,0.01,0.0,1e-05,14.013276529265374,55.577334113822694,141.20862338956684,269.3650323089953,-1.0786406851968133,runaway
64.0,0.3,0.7,12,1.0,0.01,0.01,0.02,0.0,12.235835875095786,53.762588040205365,139.39451249981596,267.861397556386,-1.0000000000000016,runaway
64.0,0.3,0.7,12,1.0,0.01,0.01,0.02,1e-05,12.235808535419533,53.762269691827996,139.39355841767835,267.5499673371067,-1.0786406851968133,runaway
64.0,0.3,0.7,12,1.0,0.01,0.01,0.05,0.0,11.076743610655607,52.54812951783663,138.18005315258821,266.6469382091582,-1.0000000000000016,runaway
64.0,0.3,0.7,12,1.0,0.01,0.01,0.05,1e-05,11.07671966132588,52.54781551508173,138.1791034160913,266.3355123355197,-1.0786406851968133,runaway
64.0,0.3,0.7,12,1.0,0.03,0.0,0.0,0.0,13.343092645758551,55.45394733357839,142.38352541035508,272.7972548157272,-1.0000000000000007,runaway
64.0,0.3,0.7,12,1.0,0.03,0.0,0.0,1e-05,13.343063558091403,55.45361466976113,142.38252767137175,272.47236224683803,-1.0807227858839843,runaway
64.0,0.3,0.7,12,1.0,0.03,0.0,0.02,0.0,11.920944042198464,53.993502660858944,140.92308016235737,271.3368095677292,-1.0000000000000007,runaway
64.0,0.3,0.7,12,1.0,0.03,0.0,0.02,1e-05,11.920917806242157,53.99317352610848,140.92208595245413,271.01192052792027,-1.0807227858839843,runaway
64.0,0.3,0.7,12,1.0,0.03,0.0,0.05,0.0,10.869674871331384,52.885838927708065,139.8154155662888,270.2291449716604,-1.0000000000000007,runaway
64.0,0.3,0.7,12,1.0,0.03,0.0,0.05,1e-05,10.869651701251398,52.885513846130586,139.8144254095779,269.9042599850439,-1.0807227858839843,runaway
64.0,0.3,0.7,12,1.0,0.03,0.002,0.0,0.0,13.342482529467157,55.45316151364609,142.38273941508365,272.79646882045574,-1.0000000000000007,runaway
64.0,0.3,0.7,12,1.0,0.03,0.002,0.0,1e-05,13.342453445206411,55.45282885654777,142.38174168282288,272.4715762582892,-1.0807227858839843,runaway
64.0,0.3,0.7,12,1.0,0.03,0.002,0.02,0.0,11.920497728356718,53.99288253425265,140.92245986041146,271.3361892657833,-1.0000000000000007,runaway
64.0,0.3,0.7,12,1.0,0.03,0.002,0.02,1e-05,11.920471495190801,53.99255340555194,140.92146565656194,271.0113002320281,-1.0807227858839843,runaway
64.0,0.3,0.7,12,1.0,0.03,0.002,0.05,0.0,10.869328432897383,52.885321409487666,139.81489787272903,270.22862727810065,-1.0000000000000007,runaway
64.0,0.3,0.7,12,1.0,0.03,0.002,0.05,1e-05,10.86930526504339,52.88499633331955,139.8139077214317,269.9037422968977,-1.0807227858839843,runaway
64.0,0.3,0.7,12,1.0,0.03,0.01,0.0,0.0,13.340042947984248,55.45001918667699,142.37959638675684,272.79332579212894,-1.0000000000000007,runaway
64.0,0.3,0.7,12,1.0,0.03,0.01,0.0,1e-05,13.340013877342116,55.4496865564465,142.3785986813804,272.4684332568467,-1.0807227858839843,runaway
64.0,0.3,0.7,12,1.0,0.03,0.01,0.02,0.0,11.918713000071017,53.99040262221467,140.91997924701607,271.3337086523879,-1.0000000000000007,runaway
64.0,0.3,0.7,12,1.0,0.03,0.01,0.02,1e-05,11.918686778061538,53.99007351770588,140.91898506737454,271.0088196428407,-1.0807227858839843,runaway
64.0,0.3,0.7,12,1.0,0.03,0.01,0.05,0.0,10.867943027732812,52.88325174997528,139.8128275118595,270.2265569172311,-1.0000000000000007,runaway
64.0,0.3,0.7,12,1.0,0.03,0.01,0.05,1e-05,10.86791986877909,52.88292669543831,139.81183738220918,269.9016719576752,-1.0807227858839843,runaway
64.0,0.5,0.3,4,0.01,0.0,0.0,0.0,0.0,13.867983314052816,55.17123352753952,140.1757579294795,267.7013568412763,-0.9999999999999998,stable_acceleration
64.0,0.5,0.3,4,0.01,0.0,0.0,0.0,1e-05,13.86795240728918,55.17091653744283,140.17481907689768,267.3963065382703,-1.077639661071607,runaway
64.0,0.5,0.3,4,0.01,0.0,0.0,0.02,0.0,12.018535482403124,53.284565696606954,138.28908956273156,265.81468847452834,-0.9999999999999998,stable_acceleration
64.0,0.5,0.3,4,0.01,0.0,0.0,0.02,1e-05,12.01850796466465,53.28425274016004,138.28815474381145,265.50964220518387,-1.077639661071607,runaway
64.0,0.5,0.3,4,0.01,0.0,0.0,0.05,0.0,10.880014098277025,52.09123282505612,137.09575588745827,264.62135479925485,-0.9999999999999998,stable_acceleration
64.0,0.5,0.3,4,0.01,0.0,0.0,0.05,1e-05,10.879990032421693,52.09092425992085,137.09482545986745,264.31631292123984,-1.077639661071607,runaway
64.0,0.5,0.3,4,0.01,0.0,0.002,0.0,0.0,13.867213491775233,55.17029462495544,140.17481886358428,267.7004177753811,-0.9999999999999998,stable_acceleration
64.0,0.5,0.3,4,0.01,0.0,0.002,0.0,1e-05,13.867182588952714,55.16997764189985,140.17388001804724,267.39536747941986,-1.077639661071607,runaway
64.0,0.5,0.3,4,0.01,0.0,0.002,0.02,0.0,12.018040167588891,53.283903125008095,138.28842682782178,265.81402573961856,-0.9999999999999998,stable_acceleration
64.0,0.5,0.3,4,0.01,0.0,0.002,0.02,1e-05,12.018012652958012,53.283590174718114,138.28749201506253,265.50897947643494,-1.077639661071607,runaway
64.0,0.5,0.3,4,0.01,0.0,0.002,0.05,0.0,10.879641747863275,52.09069585338262,137.09521875247412,264.6208176642707,-0.9999999999999998,stable_acceleration
64.0,0.5,0.3,4,0.01,0.0,0.002,0.05,1e-05,10.879617684425877,52.090387293642365,137.0942883302818,264.31577579165423,-1.077639661071607,runaway
64.0,0.5,0.3,4,0.01,0.0,0.01,0.0,0.0,13.864135615737299,55.16654049371196,140.17106407909745,267.69666299089425,-0.9999999999999998,stable_acceleration
64.0,0.5,0.3,4,0.01,0.0,0.01,0.0,1e-05,13.864104728669938,55.166223538809916,140.17012526172834,267.391612723101,-1.077639661071607,runaway
64.0,0.5,0.3,4,0.01,0.0,0.01,0.02,0.0,12.016059557854025,53.28125355245452,138.28577660202478,265.81137551382153,-0.9999999999999998,stable_acceleration
64.0,0.5,0.3,4,0.01,0.0,0.01,0.02,1e-05,12.016032055647305,53.280940626784925,138.2848418139002,265.5063292752726,-1.077639661071607,runaway
64.0,0.5,0.3,4,0.01,0.0,0.01,0.05,0.0,10.878152748631859,52.08854843102467,137.09307067687288,264.6186695886695,-0.9999999999999998,stable_acceleration
64.0,0.5,0.3,4,0.01,0.0,0.01,0.05,1e-05,10.878128694862072,52.0882398928592,137.0921402762699,264.3136277376423,-1.077639661071607,runaway
64.0,0.5,0.3,4,0.01,0.01,0.0,0.0,0.0,13.443701158745128,55.011530272382565,140.64346176532501,269.1103468219009,-1.0000000000000016,runaway
64.0,0.5,0.3,4,0.01,0.01,0.0,0.0,1e-05,13.443671111932003,55.011208494464974,140.64250425349027,268.79891317292453,-1.0786406851968133,runaway
64.0,0.5,0.3,4,0.01,0.01,0.0,0.02,0.0,11.853810112017062,53.38408547140332,139.016016416582,267.48290147315794,-1.0000000000000016,runaway
64.0,0.5,0.3,4,0.01,0.01,0.0,0.02,1e-05,11.853783187859442,53.383767471084404,139.01506268235823,267.1714716017924,-1.0786406851968133,runaway
64.0,0.5,0.3,4,0.01,0.01,0.0,0.05,0.0,10.773249316059083,52.24822207593245,137.88015219946658,266.3470372560425,-1.0000000000000016,runaway
64.0,0.5,0.3,4,0.01,0.01,0.0,0.05,1e-05,10.773225664333161,52.247908302567794,137.87920269221507,266.0356116116493,-1.0786406851968133,runaway
64.0,0.5,0.3,4,0.01,0.01,0.002,0.0,0.0,13.44301377457798,55.01067176829035,140.64260309427993,269.10948815085584,-1.0000000000000016,runaway
64.0,0.5,0.3,4,0.01,0.01,0.002,0.0,1e-05,13.442983731472356,55.01034999724693,140.64164558932328,268.7980545087575,-1.0786406851968133,runaway
64.0,0.5,0.3,4,0.01,0.01,0.002,0.02,0.0,11.853336490335813,53.383442573892545,139.01537335211893,267.48225840869486,-1.0000000000000016,runaway
64.0,0.5,0.3,4,0.01,0.01,0.002,0.02,1e-05,11.853309569154506,53.38312457966488,139.0144196239899,267.1708285434241,-1.0786406851968133,runaway
64.0,0.5,0.3,4,0.01,0.01,0.002,0.05,0.0,10.772888250838626,52.247694400178666,137.87962435675965,266.3465094133355,-1.0000000000000016,runaway
64.0,0.5,0.3,4,0.01,0.01,0.002,0.05,1e-05,10.772864601453195,52.247380632196,137.87867485489411,266.03508377432837,-1.0786406851968133,runaway
64.0,0.5,0.3,4,0.01,0.01,0.01,0.0,0.0,13.440265375452036,55.007238956414334,140.63916961459273,269.10605467116864,-1.0000000000000016,runaway
64.0,0.5,0.3,4,0.01,0.01,0.01,0.0,1e-05,13.440235347168189,55.00691721285622,140.6382121371361,268.79462105657035,-1.0786406851968133,runaway
64.0,0.5,0.3,4,0.01,0.01,0.01,0.02,0.0,11.85144260329494,53.38087164876122,139.01280175917665,267.4796868157526,-1.0000000000000016,runaway
64.0,0.5,0.3,4,0.01,0.01,0.01,0.02,1e-05,11.851415694013088,53.38055367889078,139.01184805541945,267.16825697485365,-1.0786406851968133,runaway
64.0,0.5,0.3,4,0.01,0.01,0.01,0.05,0.0,10.771444371468256,52.2455841414642,137.87751343023493,266.3443984868108,-1.0000000000000016,runaway
64.0,0.5,0.3,4,0.01,0.01,0.01,0.05,1e-05,10.77142073144087,52.24527039500371,137.87656394990617,266.0329728693404,-1.0786406851968133,runaway
64.0,0.5,0.3,4,0.01,0.03,0.0,0.0,0.0,12.83163922758197,54.94530414820276,141.87488815891385,272.2886175642913,-1.0000000000000007,runaway
64.0,0.5,0.3,4,0.01,0.03,0.0,0.0,1e-05,12.83161068073382,54.944971969299964,141.87389090470833,271.9637254801804,-1.0807227858839843,runaway
64.0,0.5,0.3,4,0.01,0.03,0.0,0.02,0.0,11.552108120637307,53.62752983999405,140.55711327766835,270.97084268304553,-1.0000000000000007,runaway
64.0,0.5,0.3,4,0.01,0.03,0.0,0.02,1e-05,11.55208227812529,53.627201042000515,140.55611940438507,270.64595397985704,-1.0807227858839843,runaway
64.0,0.5,0.3,4,0.01,0.03,0.0,0.05,0.0,10.571996581045791,52.5911011862174,139.52068376433692,269.93441316971393,-1.0000000000000007,runaway
64.0,0.5,0.3,4,0.01,0.03,0.0,0.05,1e-05,10.571973701712023,52.59077633757011,139.51969384041936,269.60952841589125,-1.0807227858839843,runaway
64.0,0.5,0.3,4,0.01,0.03,0.002,0.0,0.0,12.83105235319468,54.94454191098034,141.87412574703535,272.2878551524128,-1.0000000000000007,runaway
64.0,0.5,0.3,4,0.01,0.03,0.002,0.0,1e-05,12.83102380967768,54.94420973871559,141.87312849947187,271.96296307494396,-1.0807227858839843,runaway
64.0,0.5,0.3,4,0.01,0.03,0.002,0.02,0.0,11.551671997931638,53.626920241232625,140.556503504251,270.9702329096282,-1.0000000000000007,runaway
64.0,0.5,0.3,4,0.01,0.03,0.002,0.02,1e-05,11.55164615816741,53.62659144924064,140.55550963697343,270.6453442124454,-1.0807227858839843,runaway
64.0,0.5,0.3,4,0.01,0.03,0.002,0.05,0.0,10.571655980399903,52.590589836582346,139.52017224004567,269.9339016454227,-1.0000000000000007,runaway
64.0,0.5,0.3,4,0.01,0.03,0.002,0.05,1e-05,10.571633103266695,52.590264993313134,139.51918232151084,269.6090168969827,-1.0807227858839843,runaway
64.0,0.5,0.3,4,0.01,0.03,0.01,0.0,0.0,12.828705707289416,54.94149388262222,141.8710770200526,272.2848064254301,-1.0000000000000007,runaway
64.0,0.5,0.3,4,0.01,0.03,0.01,0.0,1e-05,12.828677177090142,54.94116173690081,141.87007979904897,271.959914374521,-1.0807227858839843,runaway
64.0,0.5,0.3,4,0.01,0.03,0.01,0.02,0.0,11.54992802548091,53.62448243168081,140.55406499607454,270.9677944014517,-1.0000000000000007,runaway
64.0,0.5,0.3,4,0.01,0.03,0.01,0.02,1e-05,11.549902196702835,53.62415366368724,140.5530711528118,270.6429057282838,-1.0807227858839843,runaway
64.0,0.5,0.3,4,0.01,0.03,0.01,0.05,0.0,10.57029392283133,52.588544847675394,139.51812655251445,269.93185595789146,-1.0000000000000007,runaway
64.0,0.5,0.3,4,0.01,0.03,0.01,0.05,1e-05,10.570271054496763,52.58822002591347,139.5171366555027,269.6069712309746,-1.0807227858839843,runaway
64.0,0.5,0.3,4,0.1,0.0,0.0,0.0,0.0,14.039235821298908,55.341692245352036,140.34621493494754,267.87181384674255,-0.9999999999999998,stable_acceleration
64.0,0.5,0.3,4,0.1,0.0,0.0,0.0,1e-05,14.03920470250716,55.34137505851941,140.34527588566817,267.56676334703906,-1.077639661071607,runaway
64.0,0.5,0.3,4,0.1,0.0,0.0,0.02,0.0,12.129757239293882,53.394977184817535,138.39949933794634,265.9250982497413,-0.9999999999999998,stable_acceleration
64.0,0.5,0.3,4,0.1,0.0,0.0,0.02,1e-05,12.12972957428926,53.394664096639765,138.39856438733344,265.62005184870424,-1.077639661071607,runaway
64.0,0.5,0.3,4,0.1,0.0,0.0,0.05,0.0,10.968662911931908,52.17904723178466,137.18356858021392,264.70916749200876,-0.9999999999999998,stable_acceleration
64.0,0.5,0.3,4,0.1,0.0,0.0,0.05,1e-05,10.96863873875897,52.17873857521743,137.18263806122928,264.40412552260005,-1.077639661071607,runaway
64.0,0.5,0.3,4,0.1,0.0,0.002,0.0,0.0,14.038454651826505,55.340741891703026,140.34526441778908,267.8708633295841,-0.9999999999999998,stable_acceleration
64.0,0.5,0.3,4,0.1,0.0,0.002,0.0,1e-05,14.038423537010619,55.340424711947975,140.34432537559107,267.5658128369619,-1.077639661071607,runaway
64.0,0.5,0.3,4,0.1,0.0,0.002,0.02,0.0,12.129258425806434,53.39431101194076,138.39883300156018,265.92443191335514,-0.9999999999999998,stable_acceleration
64.0,0.5,0.3,4,0.1,0.0,0.002,0.02,1e-05,12.129230763926799,53.39399792993905,138.39789805712698,265.6193855184978,-1.077639661071607,runaway
64.0,0.5,0.3,4,0.1,0.0,0.002,0.05,0.0,10.968288655583253,52.178508253397,137.1830294383168,264.70862835011167,-0.9999999999999998,stable_acceleration
64.0,0.5,0.3,4,0.1,0.0,0.002,0.05,1e-05,10.968264484838233,52.178199602236496,137.1820989247426,264.4035863861134,-1.077639661071607,runaway
64.0,0.5,0.3,4,0.1,0.0,0.01,0.0,0.0,14.035331410352057,55.33694197959994,140.34146385164843,267.86706276344347,-0.9999999999999998,stable_acceleration
64.0,0.5,0.3,4,0.1,0.0,0.01,0.0,1e-05,14.03530031143044,55.336624828144885,140.34052483776438,267.56201229913523,-1.077639661071607,runaway
64.0,0.5,0.3,4,0.1,0.0,0.01,0.02,0.0,12.127263824661776,53.39164703761481,138.39616837319647,265.92176728499146,-0.9999999999999998,stable_acceleration
64.0,0.5,0.3,4,0.1,0.0,0.01,0.02,1e-05,12.127236175275803,53.39133398030958,138.3952334534742,265.616720914845,-1.077639661071607,runaway
64.0,0.5,0.3,4,0.1,0.0,0.01,0.05,0.0,10.966792033798077,52.176352805423114,137.1808733363052,264.70647224810006,-0.9999999999999998,stable_acceleration
64.0,0.5,0.3,4,0.1,0.0,0.01,0.05,1e-05,10.9667678727606,52.17604417588359,137.17994284436656,264.40143030573734,-1.077639661071607,runaway
64.0,0.5,0.3,4,0.1,0.01,0.0,0.0,0.0,13.601695793847169,55.168702929326784,140.80063266757193,269.2675177241459,-1.0000000000000016,runaway
64.0,0.5,0.3,4,0.1,0.01,0.0,0.0,1e-05,13.601665550887937,55.16838097126243,140.7996749756293,268.9560838950617,-1.0786406851968133,runaway
64.0,0.5,0.3,4,0.1,0.01,0.0,0.02,0.0,11.962661892963546,53.49209874917948,139.12402793899474,267.59091299556866,-1.0000000000000016,runaway
64.0,0.5,0.3,4,0.1,0.01,0.0,0.02,1e-05,11.96263482804254,53.49178062434032,139.12307408028988,267.27948299972223,-1.0786406851968133,runaway
64.0,0.5,0.3,4,0.1,0.01,0.0,0.05,0.0,10.860764602566853,52.334874654356646,137.9668030215279,266.4336880781018,-1.0000000000000016,runaway
64.0,0.5,0.3,4,0.1,0.01,0.0,0.05,1e-05,10.860740846772575,52.33456079351856,137.96585342684202,266.1222623462744,-1.0786406851968133,runaway
64.0,0.5,0.3,4,0.1,0.01,0.002,0.0,0.0,13.600999606089642,55.167835516858155,140.79976508794752,269.26665014452146,-1.0000000000000016,runaway
64.0,0.5,0.3,4,0.1,0.01,0.002,0.0,1e-05,13.600969366867739,55.167513565699316,140.79880740291438,268.95521632234676,-1.0786406851968133,runaway
64.0,0.5,0.3,4,0.1,0.01,0.002,0.02,0.0,11.96218498920938,53.491452466084006,139.12338148874366,267.5902665453176,-1.0000000000000016,runaway
64.0,0.5,0.3,4,0.1,0.01,0.002,0.02,1e-05,11.962157927280758,53.491134347353835,139.12242763615149,267.27883655558384,-1.0786406851968133,runaway
64.0,0.5,0.3,4,0.1,0.01,0.002,0.05,0.0,10.860401699922578,52.33434503950569,137.96627323952134,266.4331582960952,-1.0000000000000016,runaway
64.0,0.5,0.3,4,0.1,0.01,0.002,0.05,1e-05,10.860377946478287,52.33403118406077,137.9653236502324,266.12173256966474,-1.0786406851968133,runaway
64.0,0.5,0.3,4,0.1,0.01,0.01,0.0,0.0,13.598216007587396,55.16436708651912,140.79629598898515,269.26318104555907,-1.0000000000000016,runaway
64.0,0.5,0.3,4,0.1,0.01,0.01,0.0,1e-05,13.59818578330663,55.16404516297237,140.79533833157925,268.9517472510116,-1.0786406851968133,runaway
64.0,0.5,0.3,4,0.1,0.01,0.01,0.02,0.0,11.960277976837585,53.48886800163088,139.12079635566755,267.58768141224147,-1.0000000000000016,runaway
64.0,0.5,0.3,4,0.1,0.01,0.01,0.02,1e-05,11.960250926872584,53.488549907329336,139.11984252751876,267.2762514469511,-1.0786406851968133,runaway
64.0,0.5,0.3,4,0.1,0.01,0.01,0.05,0.0,10.858950471983976,52.332227025584324,137.96415455697732,266.4310396135512,-1.0000000000000016,runaway
64.0,0.5,0.3,4,0.1,0.01,0.01,0.05,1e-05,10.858926727935614,52.331913191706064,137.96320498926954,266.1196139087019,-1.0786406851968133,runaway
64.0,0.5,0.3,4,0.1,0.03,0.0,0.0,0.0,12.973505433080183,55.08628958609427,142.0158717524244,272.42960115780005,-1.0000000000000007,runaway
64.0,0.5,0.3,4,0.1,0.03,0.0,0.0,1e-05,12.97347671437325,55.08595725284154,142.01487434391174,272.1047089193823,-1.0807227858839843,runaway
64.0,0.5,0.3,4,0.1,0.03,0.0,0.02,0.0,11.656688134057518,53.73121246984244,140.66079406243904,271.07452346781446,-1.0000000000000007,runaway
64.0,0.5,0.3,4,0.1,0.03,0.0,0.02,1e-05,11.656662162064329,53.73088356012193,140.65980007747154,270.749634652942,-1.0807227858839843,runaway
64.0,0.5,0.3,4,0.1,0.03,0.0,0.05,0.0,10.657379703023745,52.67556258722987,139.60514331922639,270.0188727246016,-1.0000000000000007,runaway
64.0,0.5,0.3,4,0.1,0.03,0.0,0.05,1e-05,10.657356725532969,52.67523765853369,139.60415331530314,269.6939878907734,-1.0807227858839843,runaway
64.0,0.5,0.3,4,0.1,0.03,0.002,0.0,0.0,12.972912178366263,55.085520861866016,142.0151028533278,272.42883225870344,-1.0000000000000007,runaway
64.0,0.5,0.3,4,0.1,0.03,0.002,0.0,1e-05,12.972883463013684,55.08518853527649,142.0141054514823,272.10394002695284,-1.0807227858839843,runaway
64.0,0.5,0.3,4,0.1,0.03,0.002,0.02,0.0,11.656249094724261,53.73059984906725,140.66018126679543,271.0739106721708,-1.0000000000000007,runaway
64.0,0.5,0.3,4,0.1,0.03,0.002,0.02,1e-05,11.656223125492735,53.73027094536377,140.6591872878489,270.74902186331934,-1.0807227858839843,runaway
64.0,0.5,0.3,4,0.1,0.03,0.002,0.05,0.0,10.657037389448968,52.67504942114436,139.6046299782723,270.0183593836475,-1.0000000000000007,runaway
64.0,0.5,0.3,4,0.1,0.03,0.002,0.05,1e-05,10.657014414167353,52.67472449783694,139.6036399797414,269.69347455521165,-1.0807227858839843,runaway
64.0,0.5,0.3,4,0.1,0.03,0.01,0.0,0.0,12.970540019837415,55.08244689422823,142.01202818621582,272.4257575915915,-1.0000000000000007,runaway
64.0,0.5,0.3,4,0.1,0.03,0.01,0.0,1e-05,12.970511317895348,55.08211459428193,142.0110308110296,272.1008653865002,-1.0807227858839843,runaway
64.0,0.5,0.3,4,0.1,0.03,0.01,0.02,0.0,11.654493458211844,53.72814995396629,140.6577306722211,271.0714600775965,-1.0000000000000007,runaway
64.0,0.5,0.3,4,0.1,0.03,0.01,0.02,1e-05,11.654467500021877,53.72782107432407,140.65673671735155,270.746571292822,-1.0807227858839843,runaway
64.0,0.5,0.3,4,0.1,0.03,0.01,0.05,0.0,10.655668481185963,52.672997167513905,139.60257702516827,270.01630643054347,-1.0000000000000007,runaway
64.0,0.5,0.3,4,0.1,0.03,0.01,0.05,1e-05,10.655645514737351,52.672672265754805,139.60158704820165,269.69142162367194,-1.0807227858839843,runaway
64.0,0.5,0.3,4,1.0,0.0,0.0,0.0,0.0,14.500712950595368,55.801408400195534,140.80592729023203,268.3315262020232,-0.9999999999999997,stable_acceleration
64.0,0.5,0.3,4,1.0,0.0,0.0,0.0,1e-05,14.500681297181401,55.80109071266084,140.8049877403331,268.02647520170007,-1.077639661071607,runaway
64.0,0.5,0.3,4,1.0,0.0,0.0,0.02,0.0,12.42125791240341,53.68468033706353,138.68919868918778,266.21479760097884,-0.9999999999999997,stable_acceleration
64.0,0.5,0.3,4,1.0,0.0,0.0,0.02,1e-05,12.421229888356388,53.68436692430234,138.68826341407438,265.9097508754413,-1.077639661071607,runaway
64.0,0.5,0.3,4,1.0,0.0,0.0,0.05,0.0,11.198823569275834,52.407356837367516,137.41187438262335,264.9374732944143,-0.9999999999999997,stable_acceleration
64.0,0.5,0.3,4,1.0,0.0,0.0,0.05,1e-05,11.19879913890015,52.40704795883313,137.4109436417545,264.63243110312135,-1.077639661071607,runaway
64.0,0.5,0.3,4,1.0,0.0,0.002,0.0,0.0,14.49990080616028,55.80042684120437,140.80494556729073,268.33054447908194,-0.9999999999999997,stable_acceleration
64.0,0.5,0.3,4,1.0,0.0,0.002,0.0,1e-05,14.499869156812021,55.800109160841345,140.80400602456717,268.02549348593413,-1.077639661071607,runaway
64.0,0.5,0.3,4,1.0,0.0,0.002,0.02,0.0,12.420750103023874,53.68400494072419,138.68852312889825,266.21412204068935,-0.9999999999999997,stable_acceleration
64.0,0.5,0.3,4,1.0,0.0,0.002,0.02,1e-05,12.420722082144362,53.683691534185584,138.6875878600111,265.90907532137805,-1.077639661071607,runaway
