H0,A,a_t,n,k,Omega_nu,BH_fraction,early_residual,vacuum_decay,present_age_Gyr,time_to_a10_Gyr,time_to_a1000_Gyr,time_to_a1e6_Gyr,q_future,fate
64.0,0.1,0.3,4,0.01,0.03,0.002,0.05,0.0,10.814760633593616,52.83126905200104,139.76084659689292,270.1745760022652,-1.0000000000000007,runaway
64.0,0.1,0.3,4,0.01,0.03,0.002,0.05,1e-05,10.814737488377638,52.83094398829505,139.7598564580328,269.8496910335,-1.0807227858839843,runaway
64.0,0.1,0.3,4,0.01,0.03,0.01,0.0,0.0,13.238275454767678,55.34874479591499,142.27832307712248,272.6920524824953,-1.0000000000000007,runaway
64.0,0.1,0.3,4,0.01,0.03,0.01,0.0,1e-05,13.238246446629047,55.34841221834299,142.2773254243796,272.36715999984716,-1.0807227858839843,runaway
64.0,0.1,0.3,4,0.01,0.03,0.01,0.02,0.0,11.848977249287756,53.921169127095425,140.85074683343285,271.26447623880534,-1.0000000000000007,runaway
64.0,0.1,0.3,4,0.01,0.03,0.01,0.02,1e-05,11.848951064472294,53.920840049798734,140.84975268097827,270.9395872564457,-1.0807227858839843,runaway
64.0,0.1,0.3,4,0.01,0.03,0.01,0.05,0.0,10.81337937007855,52.82920376791922,139.75878061195158,270.1725100173239,-1.0000000000000007,runaway
64.0,0.1,0.3,4,0.01,0.03,0.01,0.05,1e-05,10.81335623375484,52.82887872583228,139.75779049472635,269.84762507019354,-1.0807227858839843,runaway
64.0,0.1,0.3,4,0.1,0.0,0.0,0.0,0.0,14.410185089008639,55.71118712885496,140.71570668048614,268.2413055922782,-0.9999999999999997,stable_acceleration
64.0,0.1,0.3,4,0.1,0.0,0.0,0.0,1e-05,14.410153536450991,55.71086953627157,140.7147672255252,267.936254686893,-1.077639661071607,runaway
64.0,0.1,0.3,4,0.1,0.0,0.0,0.02,0.0,12.365022983570954,53.62875836013195,138.63327737410285,266.15887628589485,-0.9999999999999997,stable_acceleration
64.0,0.1,0.3,4,0.1,0.0,0.0,0.02,1e-05,12.364995025798596,53.628445007646675,138.63234215925155,265.8538296206193,-1.077639661071607,runaway
64.0,0.1,0.3,4,0.1,0.0,0.0,0.05,0.0,11.154670369697435,52.36352590773942,137.36804411521956,264.8936430270115,-0.9999999999999997,stable_acceleration
64.0,0.1,0.3,4,0.1,0.0,0.0,0.05,1e-05,11.154645986285153,52.36321707003444,137.3671134151662,264.5886008765338,-1.077639661071607,runaway
64.0,0.1,0.3,4,0.1,0.0,0.002,0.0,0.0,14.40937906438462,55.71021172977957,140.71473111753718,268.24033002932924,-0.9999999999999997,stable_acceleration
64.0,0.1,0.3,4,0.1,0.0,0.002,0.0,1e-05,14.409347515875536,55.709894144349896,140.71379166973344,267.93527913110125,-1.077639661071607,runaway
64.0,0.1,0.3,4,0.1,0.0,0.002,0.02,0.0,12.364516888417002,53.62808471763365,138.63260356773114,266.15820247952314,-0.9999999999999997,stable_acceleration
64.0,0.1,0.3,4,0.1,0.0,0.002,0.02,1e-05,12.364488933804273,53.627771371362165,138.6316683590973,265.853155820465,-1.077639661071607,runaway
64.0,0.1,0.3,4,0.1,0.0,0.002,0.05,0.0,11.154292213098826,52.362982844493494,137.36750088810052,264.8930997998924,-0.9999999999999997,stable_acceleration
64.0,0.1,0.3,4,0.1,0.0,0.002,0.05,1e-05,11.15426783213395,52.362674012217916,137.36657019347982,264.58805765484743,-1.077639661071607,runaway
64.0,0.1,0.3,4,0.1,0.0,0.01,0.0,0.0,14.406156453818358,55.706311687591935,140.71083041985645,268.23642933164854,-0.9999999999999997,stable_acceleration
64.0,0.1,0.3,4,0.1,0.0,0.01,0.0,1e-05,14.40612492149388,55.70599413076496,140.7098910006696,267.9313784620374,-1.077639661071607,runaway
64.0,0.1,0.3,4,0.1,0.0,0.01,0.02,0.0,12.3624931673996,53.62539087171837,138.62990906632263,266.1555079781146,-0.9999999999999997,stable_acceleration
64.0,0.1,0.3,4,0.1,0.0,0.01,0.02,1e-05,12.362465225419156,53.625077550294584,138.62897388255044,265.8504613439182,-1.077639661071607,runaway
64.0,0.1,0.3,4,0.1,0.0,0.01,0.05,0.0,11.152779992725224,52.36081105959729,137.36532844771114,264.89092735950305,-0.9999999999999997,stable_acceleration
64.0,0.1,0.3,4,0.1,0.0,0.01,0.05,1e-05,11.152755621545811,52.36050224903304,137.36439777481618,264.5858852361838,-1.077639661071607,runaway
64.0,0.1,0.3,4,0.1,0.01,0.0,0.0,0.0,13.942562505713532,55.50806361880391,141.13999014147,269.60687519804065,-1.0000000000000016,runaway
64.0,0.1,0.3,4,0.1,0.01,0.0,0.0,1e-05,13.942531863653011,55.50774129094846,141.13903207980724,269.2954409992366,-1.0786406851968133,runaway
64.0,0.1,0.3,4,0.1,0.01,0.0,0.02,0.0,12.192841201936469,53.72074176764529,139.35266774066076,267.8195527972313,-1.0000000000000016,runaway
64.0,0.1,0.3,4,0.1,0.01,0.0,0.02,1e-05,12.192813857626264,53.72042339317352,139.35171363239445,267.50812255182365,-1.0786406851968133,runaway
64.0,0.1,0.3,4,0.1,0.01,0.0,0.05,0.0,11.044377260642921,52.5169066876501,138.14883183619096,266.61571689276144,-1.0000000000000016,runaway
