A,a_t,n,k,present_age_Gyr,time_to_a2_Gyr,time_to_a10_Gyr,time_to_a100_Gyr,time_to_a1000_Gyr,time_to_a1e6_Gyr,q_future,bh_feed_final,bh_sector_today,fate
0.2,0.5,4,0.1,13.467670358444323,24.614603115790565,52.68531069860026,93.05394024478237,133.42389914746104,254.49677712845798,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.5,4,0.3,13.68995973466669,24.834263572631908,52.90407807085667,93.27269992412546,133.6426588191187,254.7155368001077,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.5,4,1.0,13.776327115185987,24.919673462986363,52.98916256679838,93.35778161673423,133.72774050892667,254.80061848991312,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.5,6,0.01,13.309093491808415,24.45401959430266,52.52395563053474,92.89257843398269,133.26253732992484,254.3354153109151,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.5,6,0.03,13.323850494868218,24.468718690296463,52.53863811650885,92.90726078016944,133.27721967597193,254.35009765696202,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.5,6,0.1,13.444194740791481,24.58860449939844,52.65839242038378,93.02701397729437,133.39697287199127,254.46985085297993,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.5,6,0.3,13.68265284344283,24.82622251388722,52.89576941597036,93.26438894436578,133.6343478370358,254.70722581802275,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.5,6,1.0,13.77549958987388,24.91876494875902,52.988224533609944,93.35684332707669,133.72680221901257,254.79968019999873,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.5,9,0.01,13.303960645741967,24.447435115882975,52.516946132087284,92.88556535594614,133.25552424831193,254.32840222929846,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.5,9,0.03,13.318803427162427,24.46226946415052,52.531778353527265,92.90039755957042,133.2703564519183,254.34323443290484,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.5,9,0.1,13.440019902041671,24.58341922564968,52.65291128987064,93.02153035497487,133.3914892471824,254.46436722816884,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.5,9,0.3,13.681115300873898,24.824392601504638,52.893853890766316,93.26247269807743,133.63243159002715,254.70530957101337,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.5,9,1.0,13.775315351578437,24.918548524047903,52.987998683691515,93.3566173977722,133.72657628962867,254.7994542706148,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.5,12,0.01,13.306168996863347,24.4494298519658,52.51888643846225,92.88750520635057,133.25746409826078,254.33034207924695,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.5,12,0.03,13.32089314756383,24.464152869776502,52.5336091895203,92.90222795517518,133.27218684708325,254.3450648280694,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.5,12,0.1,13.441263711486338,24.58451447242162,52.653968682121956,93.02258743010914,133.39254632199956,254.46542430298572,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.5,12,0.3,13.681313830455998,24.824548204508687,52.893998555702915,93.26261727138247,133.63257616324051,254.70545414422665,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.5,12,1.0,13.775329849062144,24.918558298221352,52.988007254318006,93.35662595831624,133.72658485016282,254.799462831149,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.7,4,0.01,13.310844898783673,24.470268079261093,52.5454764489965,92.91414496829313,133.28410390991039,254.35698189094646,-0.9999999999999998,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.7,4,0.03,13.325375436792042,24.484263593980717,52.559281994128575,92.92794887145232,133.29790781142927,254.37078579246347,-0.9999999999999998,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.7,4,0.1,13.444304989465993,24.598915682176592,52.67241455435472,93.04106829506667,133.4110272219186,254.4839052029397,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.7,4,0.3,13.682105941660803,24.828680397717985,52.899320924686236,93.26794994093973,133.6379088430893,254.7107868240858,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.7,4,1.0,13.775414151329963,24.919012467709493,52.98859325814911,93.35721310328049,133.72717199626703,254.80004997725436,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.7,6,0.01,13.216058565830265,24.37047237105129,52.44319565474448,92.81184192134991,133.1818008407331,254.2546788217464,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.7,6,0.03,13.233542913512931,24.387581284417408,52.460194798205784,92.82884014116449,133.19879905962452,254.27167704063703,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.7,6,0.1,13.376488920588185,24.527540383656568,52.59928025839225,92.96791824928661,133.33787716040163,254.41075514140724,-1.0,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.7,6,0.3,13.661523570695138,24.807032962391045,52.87715031551671,93.24577464781811,133.61573354528744,254.68861152627935,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.7,6,1.0,13.77310633890708,24.916585961267156,52.986108574042404,93.35472789832848,133.72468679079475,254.79756477178142,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.7,9,0.01,13.148462495837473,24.296539766915597,52.367217936671686,92.73584693609901,133.10580583823145,254.17868381922796,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.7,9,0.03,13.16806548212799,24.315978069573198,52.38661451433861,92.75524316434648,133.1252020661297,254.19808004712573,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.7,9,0.1,13.328206865715591,24.474814042143745,52.545119684551594,92.91374556417344,133.28370446318897,254.35658244418244,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.7,9,0.3,13.646910330282736,24.791117709203263,52.86081495575841,93.22943573960573,133.5993946335299,254.672272614518,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.7,9,1.0,13.771469506236512,24.91480514456027,52.9842813022035,93.35290023406739,133.72285912614177,254.7957371071281,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.7,12,0.01,13.123675995078454,24.26874993562196,52.33863400731482,92.70725635439261,133.07721524987883,254.15009323086852,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
0.2,0.7,12,0.03,13.144045470575458,24.289056440771134,52.35892566907067,92.72754789187654,133.09750678723876,254.17038476822825,-0.9999999999999999,7.999999999999936e-15,0.00063,stable_acceleration
