controller,seed,survival,peak_A,unsafe_time,control_energy,raw_control_energy,recovered_energy,recovery_fraction,phase_lock_score,fusion_yield,yield_per_energy,chaos_suppression_index
GSCX_OLD_CAGE,6,1,1.1540743843653551,36.30000000000135,0.6449136280370559,0.6449136280370559,0.0,0.0,0.0,10.140760926966282,15.72421556993271,644913628.0370559
GSCX_OLD_CAGE,7,1,1.167908707477075,36.25000000000136,0.5846849120999816,0.5846849120999816,0.0,0.0,0.0,10.121520534379906,17.311068419254934,584684912.0999815
GSCX_OLD_CAGE,8,1,1.1546768826511107,36.22000000000136,0.6201925340745508,0.6201925340745508,0.0,0.0,0.0,9.951984143166376,16.0466042081111,620192534.0745507
GSCX_OLD_CAGE,9,1,1.1354842835335976,36.360000000001335,0.592468557873553,0.592468557873553,0.0,0.0,0.0,10.170436406468601,17.166204440967164,592468557.8735529
GSCX_OLD_CAGE,10,1,1.1531102382566427,36.160000000001375,0.670583358193419,0.670583358193419,0.0,0.0,0.0,10.043409082772019,14.977122448806785,670583358.193419
GSCX_OLD_CAGE,11,1,1.1517187110807119,36.5200000000013,0.6123313264239129,0.6123313264239129,0.0,0.0,0.0,10.12026425950308,16.527431810616623,612331326.4239128
GSCX_OLD_CAGE,12,1,1.1538651694350173,36.85000000000124,0.6011355096654896,0.6011355096654896,0.0,0.0,0.0,10.097584427183643,16.797517777655607,601135509.6654896
GSCX_OLD_CAGE,13,1,1.1734921352396093,36.47000000000131,0.624005240496953,0.624005240496953,0.0,0.0,0.0,10.07677021760224,16.148534575492736,624005240.496953
GSCX_OLD_CAGE,14,1,1.171158226624303,36.50000000000131,0.5787846981182775,0.5787846981182775,0.0,0.0,0.0,10.127850420867988,17.498476439160864,578784698.1182774
GSCX_OLD_CAGE,15,1,1.157531726575717,36.410000000001325,0.6352529147940974,0.6352529147940974,0.0,0.0,0.0,10.208090497575535,16.06933277089318,635252914.7940973
GSCX_OLD_CAGE,16,1,1.1476175582619523,36.310000000001345,0.6246510325525321,0.6246510325525321,0.0,0.0,0.0,10.069147923579061,16.119637017669746,624651032.5525321
GSCX_OLD_CAGE,17,1,1.1340275335187262,36.64000000000128,0.5604980468113162,0.5604980468113162,0.0,0.0,0.0,10.176236825420851,18.155704315399397,560498046.8113161
GSCX_OLD_CAGE,18,1,1.1589646167179213,36.610000000001286,0.5751905901842268,0.5751905901842268,0.0,0.0,0.0,10.213078522201128,17.755990238251304,575190590.1842268
GSCX_OLD_CAGE,19,1,1.1502586671219714,36.44000000000132,0.6787362510644586,0.6787362510644586,0.0,0.0,0.0,10.109805350791127,14.895042544200239,678736251.0644585
GSCX_OLD_CAGE,20,1,1.1505721632727675,36.410000000001325,0.5972906303704025,0.5972906303704025,0.0,0.0,0.0,10.109063972605618,16.924866123233407,597290630.3704025
GSCX_OLD_CAGE,21,1,1.1564422462707895,36.160000000001375,0.6006512478842507,0.6006512478842507,0.0,0.0,0.0,10.206998820854063,16.993220008805835,600651247.8842506
GSCX_OLD_CAGE,22,1,1.1489447094688792,36.5400000000013,0.6171646861967052,0.6171646861967052,0.0,0.0,0.0,10.103230241791517,16.370395862541265,617164686.1967051
GSCX_OLD_CAGE,23,1,1.1406753946745956,36.060000000001395,0.5818755953221575,0.5818755953221575,0.0,0.0,0.0,10.32025006664579,17.736179574941218,581875595.3221575
GSCX_OLD_CAGE,24,1,1.1545655813425617,36.70000000000127,0.5868858720101563,0.5868858720101563,0.0,0.0,0.0,10.15881289708824,17.30969063028109,586885872.0101563
GSCX_OLD_CAGE,25,1,1.1613313448118223,36.0300000000014,0.6739730203160106,0.6739730203160106,0.0,0.0,0.0,10.127176357896357,15.02608567049445,673973020.3160106
GSCX_OLD_CAGE,26,1,1.1606120642034012,36.5500000000013,0.5704666191397257,0.5704666191397257,0.0,0.0,0.0,10.25467497147449,17.975942166366874,570466619.1397257
GSCX_OLD_CAGE,27,1,1.1689403975547759,36.19000000000137,0.5809119523064281,0.5809119523064281,0.0,0.0,0.0,10.215893310857183,17.585958169238,580911952.3064281
GSCX_OLD_CAGE,28,1,1.154837036083217,36.19000000000137,0.6614378847307609,0.6614378847307609,0.0,0.0,0.0,9.909913715228654,14.982379946803496,661437884.7307609
GSCX_OLD_CAGE,29,1,1.1554547453550879,36.70000000000127,0.6709824822058353,0.6709824822058353,0.0,0.0,0.0,10.087751688685515,15.034299614630811,670982482.2058353
GSCX_OLD_CAGE,30,1,1.1461547774465681,36.18000000000137,0.7100800347608993,0.7100800347608993,0.0,0.0,0.0,9.94117286868845,14.000073749483471,710080034.7608993
GSCX_OLD_CAGE,31,1,1.1464884709792287,36.5300000000013,0.6523751080026196,0.6523751080026196,0.0,0.0,0.0,10.164128971739977,15.580191260330817,652375108.0026195
GSCX_OLD_CAGE,32,1,1.156431826698576,36.5200000000013,0.5841938098084591,0.5841938098084591,0.0,0.0,0.0,10.020947360867918,17.1534637571734,584193809.8084592
GSCX_OLD_CAGE,33,1,1.16941627904269,36.70000000000127,0.6590333054531606,0.6590333054531606,0.0,0.0,0.0,10.136453462185793,15.380790868884894,659033305.4531606
GSCX_OLD_CAGE,34,1,1.1565409140389173,36.59000000000129,0.6055557471605558,0.6055557471605558,0.0,0.0,0.0,10.144963862609249,16.753146004188263,605555747.1605558
GSCX_OLD_CAGE,35,1,1.1878243972690137,36.710000000001266,0.6423178537157217,0.6423178537157217,0.0,0.0,0.0,10.090193947718518,15.70903544660806,642317853.7157216
GSCX_OLD_CAGE,36,1,1.1704700912410753,36.60000000000129,0.5781495694195868,0.5781495694195868,0.0,0.0,0.0,10.156028160863812,17.5664372689807,578149569.4195868
GSCX_OLD_CAGE,37,1,1.1572783540295002,36.47000000000131,0.6408307202151343,0.6408307202151343,0.0,0.0,0.0,10.107604988487706,15.772659852077325,640830720.2151343
GSCX_OLD_CAGE,38,1,1.1578887842880672,36.160000000001375,0.6140719037239456,0.6140719037239456,0.0,0.0,0.0,10.021006184166325,16.318945887405878,614071903.7239456
GSCX_OLD_CAGE,39,1,1.1648442354687696,36.63000000000128,0.5724913839891911,0.5724913839891911,0.0,0.0,0.0,10.083796351189457,17.61388313534158,572491383.989191
GSC_TX1_FIELD_MATRIX,0,1,0.9661235948939433,0.0,33.597905481238705,33.6334406684628,0.035535187224106576,0.0010565433246432757,0.1387502853580585,7.891978123197797,0.23489494389374468,33597905481.2387
GSC_TX1_FIELD_MATRIX,1,1,0.966791931358311,0.0,33.27406665465659,33.31295483765947,0.03888818300285564,0.0011673591607588697,0.1388363386515035,7.86152822762704,0.23626592772634783,33274066654.65659
GSC_TX1_FIELD_MATRIX,2,1,0.9606473130420455,0.0,33.26960342872444,33.30491845046557,0.03531502174099551,0.0010603545477061958,0.13886275465649514,7.717346829605109,0.23196389599011913,33269603428.724434
GSC_TX1_FIELD_MATRIX,3,1,0.9661335819006318,0.0,33.33580022647073,33.37368543938992,0.03788521291925102,0.001135182177794518,0.13853302937649833,7.958697543526558,0.23874325767551569,33335800226.47073
GSC_TX1_FIELD_MATRIX,4,1,0.9679054556114308,0.0,33.27579510754344,33.312387323693386,0.036592216150017065,0.00109845673302713,0.1389798614945025,7.982172250950341,0.2398792342876564,33275795107.543434
GSC_TX1_FIELD_MATRIX,5,1,0.9658280681405818,0.0,33.243140070224484,33.282309975556366,0.03916990533184754,0.0011768986395306793,0.1389202460896011,8.273295190232194,0.2488722537193056,33243140070.224483
GSC_TX1_FIELD_MATRIX,6,1,0.9584885568000769,0.0,33.333386554143104,33.36972939675512,0.03634284261195448,0.001089096113988847,0.13890644039201616,8.135682952105995,0.2440700988676087,33333386554.1431
GSC_TX1_FIELD_MATRIX,7,1,0.9492577547924508,0.0,33.24911371536525,33.28426526553558,0.035151550170390754,0.001056101130335978,0.13886235472473288,7.5823180379127715,0.2280457188301157,33249113715.365246
GSC_TX1_FIELD_MATRIX,8,1,0.958046089512477,0.0,33.20128876496254,33.23731801883792,0.036029253875308864,0.0010840000343530897,0.13886589177611236,7.407052902934969,0.22309534292923497,33201288764.96254
GSC_TX1_FIELD_MATRIX,9,1,0.9566443642304037,0.0,33.512924393173826,33.547325587795136,0.03440119462130354,0.0010254526707426598,0.13884436495194444,7.625479237231989,0.22753846090965635,33512924393.173824
GSC_TX1_FIELD_MATRIX,10,1,0.9669553180070877,0.0,33.70944446252126,33.74585234927479,0.036407886753552464,0.001078884787844335,0.1391740198492017,8.344358733759922,0.24753771136127106,33709444462.52126
GSC_TX1_FIELD_MATRIX,11,1,0.9648532177294876,0.0,33.02967502879628,33.069626762559956,0.039951733763579925,0.0012081096061115361,0.13886825453780258,7.664419530422891,0.2320464710448641,33029675028.796276
GSC_TX1_FIELD_MATRIX,12,1,0.9685475293787151,0.0,33.561865004804105,33.598157910551144,0.03629290574703623,0.001080205225613236,0.13882740434235258,8.174330331279505,0.24356007420522838,33561865004.804104
GSC_TX1_FIELD_MATRIX,13,1,0.9515581141140499,0.0,33.50723216266643,33.54176662265657,0.034534459990104405,0.0010295957388764285,0.1387154826535703,8.130937408482838,0.24266216226894505,33507232162.66643
