controller,seed,survived,collapse_time,peak_A,min_temp,max_density,unsafe_time,control_energy,fusion_yield,yield_per_energy
PID,64,0,8.575000000000001,1.5522199699957453,0.9055626199294853,1.0460027364805715,0.8260000000000006,4.603765302733056,6.029746986810815,1.3097424801219717
PID,65,0,8.748,1.5505269906852295,0.7971385884147576,1.1238157652043668,4.034999999999682,6.431087672303044,3.6416401249953663,0.5662557113181134
PID,66,0,8.651,1.5511456170646634,0.8764078557205012,1.0666861292628256,0.8620000000000007,5.269075349875864,5.249278781811991,0.9962428760749108
PID,67,0,8.431000000000001,1.5501070579068588,0.7702366751061304,1.139701803587822,5.988000000000334,5.603401383861564,2.4457515896782196,0.43647624392673123
PID,68,0,8.593,1.5513619247071846,0.7807059527901204,1.1349959580426434,5.0510000000000215,5.917919600743307,2.8980502514696025,0.48970760782486666
PID,69,0,8.482,1.5510571042362364,0.8403030023768572,1.0897909302249187,2.1309999999998763,5.2485935387445535,3.9376773443279887,0.7502347656586936
PID,70,0,8.432,1.550477188010523,0.7892983971093965,1.1294812233116307,4.859999999999958,4.757771942060059,2.98034800885638,0.6264167439138555
PID,71,0,8.458,1.5504506959334357,0.7668241795042435,1.145189469981591,5.6590000000002245,5.155642209832755,2.4385805702423284,0.4729925915181848
PID,72,0,8.540000000000001,1.5503826293664589,0.7958046856136706,1.122735845015486,3.986999999999672,5.9429442696741415,3.1222200804307025,0.5253658688737008
PID,73,0,8.498,1.5506891310742705,0.7823577300176016,1.1337585855640768,4.860999999999958,5.315152811480606,3.0759534835859568,0.5787140261260701
PID,74,0,8.626,1.5510413695508039,0.7618446212238424,1.150196175366094,5.163000000000059,5.952389172099411,2.7039950485814583,0.454270540777408
