mode,survival_rate,mean_peak,mean_min_Tcore,mean_max_density,mean_time_unsafe,mean_energy,mean_fusion_yield,mean_yield_per_energy
gscx,0.924,0.6233902286169268,0.8267796260369501,1.0584857123545424,0.08813199999999845,34.206901069107495,82.95040678587587,2.6242268090934453
pid,0.0,1.3017718030902983,8.819010898153518e-05,1.0000062235599139,75.38175300000478,640.0678106302455,7.448264977774211,0.011640668481140242
