controller,survival_rate,mean_peak_A,mean_min_temp,mean_max_density,mean_unsafe_time,mean_control_energy,mean_fusion_yield,mean_yield_per_energy
GSCX_V7,1.0,0.03147325060619411,0.9563701270962462,1.13936517566979,0.0,0.790054739857654,173.35515873073948,219.47996435225303
GSCX_V91,1.0,0.027071875939790963,0.977491856085995,1.1331838986436176,0.0,0.5121244549286245,180.71242324388015,353.0211204805419
PID,0.0,1.5506883973675285,0.7879191613685543,1.1293094310571743,4.433643000000032,5.629627817579872,3.182115352874468,0.5720134248395561
